<<<<<<< HEAD:data/csi300_index_data.csv
Time,Open Price,High Price,Low Price,Closing Price,Volume,US Dollar Index,SHIBOR,MACD,CCI,ATR,BOLL,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD
20130218,2784.07,2787.74,2731.51,2737.47,764382.27,80.65,1.866,78.89880616,64.44584806,56.234,2633.886538,2669.477702,2735.9396,-5.853,2763.317,154.716,5.990347517,0.02250434799,366499402.2
20130219,2735.05,2740.74,2674.34,2685.61,806264.31,80.47,1.8693,70.66312677,-1.654683778,66.4,2639.641192,2671.013731,2736.9136,-62.422,2746.1032,113.932,4.430266045,-0.001154828466,287650474.7
20130220,2686.09,2703.1,2665.23,2702.64,700193.77,81.04,1.8798,64.76383236,-24.9762354,37.867,2646.460615,2674.02528,2738.306,-69.04,2731.4614,50.772,1.914578543,0.00582875601,309305469.2
20130221,2675.74,2675.74,2584.76,2610.55,1006579.84,81.37,2.018,52.05793693,-135.0636828,117.877,2649.707654,2667.97992,2730.6727,-165.295,2701.5972,-65.317,-2.440966775,-0.04839931412,293637111
20130222,2607.65,2618.48,2591.15,2596.6,602048.52,81.46,2.2,40.39750107,-159.1193172,27.337,2652.247462,2661.182213,2716.0007,-163.266,2666.573,-92.107,-3.425693576,-0.05510278643,180943058.1
20130225,2607.15,2628.7,2590.79,2604.96,531619.42,81.8,2.386,31.46803706,-130.9368407,37.909,2656.929385,2655.827717,2701.6939,-166.765,2640.0708,-81.922,-3.048961584,-0.06014954856,119983637.8
20130226,2587.38,2631.09,2564.67,2567.6,800030.65,81.84,3.69,21.13272438,-131.2681656,66.422,2656.539769,2647.424601,2681.2859,-169.876,2616.4686,-175.729,-6.405696155,-0.07502186722,118569830.3
20130227,2576.05,2615.25,2569.38,2594.68,632267.43,81.54,3.932,14.95481588,-103.3500243,47.654,2656.494423,2642.40102,2663.1692,-90.929,2594.877,-153.351,-5.580401655,-0.05985535551,179724501.1
20130228,2611.94,2673.71,2594,2673.33,869225.95,81.96,4.011,16.21822299,-40.35500301,79.714,2660.195769,2645.346351,2654.5149,-29.308,2607.4326,-98.348,-3.548323667,-0.03550063589,208054210.5
20130301,2671.84,2680.85,2627,2668.84,733437.53,82.27,4.136,16.66499241,-22.5237975,53.859,2664.660308,2647.583461,2644.226,58.287,2621.879,-107.008,-3.854971677,-0.02507241173,188491946.3
20130304,2619.42,2619.57,2528.69,2545.72,1106191.03,82.18,3.2935,7.003492753,-106.6083034,140.142,2662.747846,2637.881703,2625.0504,-50.889,2610.03,-214.155,-7.759604619,-0.05208917466,132886126.7
20130305,2547.89,2623.17,2541.77,2622.81,896611.52,82.03,3.018,5.503919029,-66.27178624,81.405,2663.205885,2636.446017,2618.7705,17.847,2621.0724,-148.918,-5.372755234,-0.0295370999,173779838.1
20130306,2634.87,2658.14,2620.43,2650.2,958296.52,82.57,2.858,6.451672733,-3.506023534,37.708,2665.256038,2637.75611,2613.5272,82.607,2632.1774,-87.269,-3.187942448,0.01496225571,239298488.8
20130307,2639.78,2658.97,2592.87,2619.48,940826.66,82.08,2.486,4.669853865,-18.71839941,66.102,2665.718462,2636.015433,2614.4202,24.802,2621.4078,-66.127,-2.462274809,0.008732652562,232463865.4
20130308,2622.68,2632.62,2601.96,2606.93,594295.57,82.74,2.468,2.219325079,-24.76375462,30.663,2666.648154,2633.245106,2615.4525,-66.4,2609.026,-95.708,-3.541284709,0.0007545282242,110776689.2
20130311,2600.28,2611.65,2574.17,2592.37,509464.36,82.57,2.2315,-0.8869789572,-63.60053879,37.48,2667.444231,2629.352429,2614.1937,-76.464,2618.3574,-18.177,-0.6962903205,0.009557656077,47455916.31
20130312,2590.39,2619.51,2530.25,2555.62,719351.41,82.6,2.095,-6.242767259,-119.5573426,89.261,2663.742385,2622.329817,2612.9957,9.9,2604.919,-40.989,-1.578561845,-0.01505466769,-17734246.25
20130313,2551.73,2556.77,2515.06,2527.49,564304.6,82.9,2.072,-12.61166388,-178.7492966,41.715,2658.035462,2613.297073,2606.2766,-95.321,2580.3758,-77.474,-2.974095572,-0.05455411927,-35119319.77
20130314,2517.75,2546.7,2514.46,2534.27,476057.56,82.58,2.057,-16.91640438,-144.9682335,32.236,2652.095538,2605.77097,2592.3712,-115.929,2563.3346,-33.322,-1.297790345,-0.05042010824,-104762533.9
20130315,2533.72,2600.09,2504.46,2539.87,813721.85,82.14,2.064,-19.64956113,-93.32170621,95.633,2646.441346,2599.494973,2579.4749,-79.606,2549.9238,-54.804,-2.112170417,-0.002294836618,-80179270.71
20130318,2526.08,2544.62,2499.83,2502.49,598127.78,82.62,2.524,-24.54887698,-127.009698,44.791,2637.178615,2590.25669,2575.1527,-104.434,2531.948,-170.834,-6.390314391,-0.04587222773,-204730998.2
20130319,2507.4,2532.07,2491.85,2525.1,545364.76,83.03,2.248,-26.30444493,-103.2506256,40.216,2628.604346,2584.051005,2565.3817,-67.275,2525.8444,-143.739,-5.385831126,-0.04720583563,-195732587.1
20130320,2526.97,2610.17,2526.83,2610.17,907006.22,82.83,2.051,-20.59335492,8.123792718,85.077,2622.392769,2586.53891,2561.3789,54.559,2542.382,64.459,2.532058773,-0.003552233097,-85424233.93
20130321,2611.58,2626.54,2598.51,2614.99,695527.56,82.85,1.938,-15.5001493,74.47287782,28.029,2616.206,2589.248347,2560.9298,87.502,2558.525,-7.819,-0.2981157211,0.003082614528,-105676955.6
20130322,2612.26,2625.53,2603.34,2618.31,556471.41,82.37,1.807,-11.06826285,68.65092408,22.187,2610.761308,2592.015933,2562.0679,84.035,2574.212,-31.894,-1.203455435,0.009905633715,-27163268.24
20130325,2628.41,2641.61,2607.61,2613.1,562614.02,82.93,1.6841,-7.885545401,71.63697706,33.996,2604.660231,2594.023653,2564.1404,73.224,2596.3328,-6.382,-0.2436362345,0.02199765259,7531050.289
20130326,2601.96,2607.36,2554.97,2575.05,639629.61,82.89,1.674,-8.337187909,7.339895206,58.123,2598.413269,2592.216639,2566.0839,72.557,2606.3234,-31.877,-1.222780692,0.01847109765,-55920245.44
20130327,2575.73,2611.94,2566.35,2583.53,569065.17,83.21,1.741,-7.919560952,30.34532374,45.594,2594.487269,2591.38934,2571.6883,58.433,2600.9946,-8.842,-0.3410775923,0.01906577435,25944448.54
20130328,2535.99,2535.99,2495.08,2499.3,875784.05,83,1.75,-14.22115167,-108.7688874,88.447,2586.666769,2582.619117,2568.1912,-110.872,2577.8574,-56.313,-2.203500919,-0.01597363333,-28274156.04
20130329,2502.78,2509.11,2482.49,2495.08,524021.37,82.99,2.684,-19.3327894,-113.6124632,26.621,2582.225769,2574.282344,2563.7122,-119.905,2553.2124,-32.403,-1.282024905,-0.002961047244,-40359502.22
20130401,2486.43,2507.83,2483.73,2493.19,473460.22,82.73,1.9915,-23.26856494,-97.19868829,24.093,2578.248192,2566.558978,2562.7816,-125.121,2529.2304,-41.086,-1.621214447,-0.0126371383,-3252803.162
20130402,2495.84,2524.46,2475,2486.39,556841.52,82.89,2.019,-26.629112,-87.02909312,49.463,2573.687846,2558.923932,2558.911,-126.706,2511.4986,-53.482,-2.105695836,-0.04742327523,-39574959.01
20130403,2493.88,2507.14,2474.93,2483.55,455642.21,82.76,2.093,-29.18542536,-87.10694235,32.216,2570.455231,2551.745177,2546.2483,-91.503,2491.502,-18.946,-0.7570850348,-0.0502644754,-121123312.1
20130408,2443.24,2473.31,2429.5,2472.3,532967.72,82.71,2.1808,-31.75291389,-109.2176521,54.047,2565.748385,2544.178874,2531.9794,-111.231,2486.1014,-52.798,-2.090929576,-0.05576463884,-81677475.94
20130409,2477.29,2505.29,2477.29,2489.43,523898.24,82.39,2.14,-32.03604691,-62.25328482,32.995,2558.675423,2538.964696,2519.0916,-9.872,2484.9708,-120.744,-4.625898503,-0.04732583597,30747709.63
20130410,2487.98,2495.57,2466.19,2485.31,475049.13,82.49,2.1235,-32.22153236,-67.12052009,29.382,2551.616692,2533.85463,2506.3128,-9.774,2483.3952,-129.679,-4.959066734,-0.03485019708,-56089069.3
20130411,2502.5,2508.59,2476.4,2477.88,429899.58,82.25,2.0669,-32.59260464,-53.95320721,32.197,2549.0075,2528.523332,2496.5954,-15.311,2481.6922,-140.432,-5.363463733,-0.04089520927,-127931586
20130412,2476.32,2489.12,2460.18,2462.11,399172.78,82.1,2.0238,-33.76943216,-71.05220498,28.936,2542.826923,2522.198443,2484.4536,-24.279,2477.4052,-150.985,-5.778009772,-0.01488015454,-118635725.7
20130415,2453.97,2461.67,2430.15,2436.82,465397.34,82.3,2.0533,-36.32436617,-112.5675387,31.963,2534.619846,2514.066972,2478.2052,-46.729,2470.309,-138.232,-5.368128774,-0.02335192857,-113417812.3
20130416,2419.51,2461.05,2416.62,2459.59,552806.13,81.83,2.017,-36.09541286,-119.0546596,44.429,2528.470346,2508.878879,2474.6561,-12.707,2464.3414,-123.938,-4.797234791,-0.01347472131,-52796850.1
20130417,2457.88,2465.2,2437.35,2458.47,446921.64,82.65,2.0138,-35.59395471,-92.85613329,27.857,2522.760577,2504.07832,2471.1847,-30.957,2458.9742,-40.829,-1.633616106,-0.0112283225,-23821217.5
20130418,2440.71,2478.41,2434.73,2464.85,428607.07,82.56,2.208,-34.28665895,-62.56886663,43.683,2517.855923,2500.342384,2469.0307,-20.458,2456.3692,-30.232,-1.211663099,-0.007527942898,32659240.43
20130419,2469.95,2542.45,2469.32,2533.83,755208.76,82.75,2.503,-27.36933425,133.732977,77.602,2517.017923,2503.531395,2474.0587,55.951,2470.7122,40.64,1.630042191,0.0242826365,74215209.43
20130422,2525.11,2539.05,2518.26,2530.67,625118.83,82.65,2.637,-21.88971708,157.7285563,20.789,2517.140385,2506.116024,2479.8958,68.558,2489.4826,44.279,1.780854258,0.01629607969,85691175.89
20130423,2532.2,2532.2,2448.2,2449.47,606539.82,83,2.97,-23.82452735,-5.52480526,84.001,2513.878769,2500.72126,2475.8999,12.653,2487.4584,-34.076,-1.372069866,-0.01441993732,57448417.57
20130424,2452.78,2511.2,2446.59,2495.58,630509.16,82.95,4.061,-21.39076872,23.88421266,64.615,2512.175154,2500.231521,2476.9269,35.987,2494.8796,23.28,0.9416336778,0.007093744578,75206308.64
20130425,2486.86,2505.48,2456.57,2467.88,605579.27,82.78,4.291,-21.45021401,-0.1020970867,48.916,2510.843692,2497.149948,2475.9268,9.402,2495.4844,-21.555,-0.8658608597,0.002335207415,-38843816.92
20130426,2477.72,2488.59,2439.8,2447.31,471233.78,82.49,3,-22.89317299,-65.28384253,48.789,2507.851731,2492.402905,2474.4462,-17.545,2478.1802,-38.003,-1.529105636,0.004285528659,-76680173.07
20130502,2434.6,2453.75,2423.08,2449.64,470160.88,82.23,2.8,-23.57669728,-103.7637879,30.672,2501.677308,2488.330152,2475.7283,-84.188,2461.974,-28.237,-1.139564692,-0.004046606104,-68810990.18
20130503,2457.54,2521.12,2457.54,2492.91,623300.91,82.08,3,-20.39156449,54.27779903,71.48,2496.982077,2488.766519,2479.0603,-37.758,2470.6622,30.8,1.250958527,0.01381476763,-8797962.897
20130506,2502.98,2533.86,2500.46,2525.98,604187.8,82.33,2.78,-15.02556513,128.2473978,40.943,2493.431115,2492.310945,2485.8113,76.512,2476.743,89.165,3.659075072,0.02420127135,65680527.3
20130507,2519.36,2539.3,2507.76,2529.94,544906.43,82.28,2.36,-10.33470449,115.0984244,31.542,2490.232692,2495.894474,2492.32,34.359,2489.1556,70.346,2.860067849,-0.001534832489,74207445.56
20130508,2542.27,2562.01,2531.25,2542.8,595542.94,81.9,2.11,-5.515885424,134.0104639,32.069,2488.992231,2500.361477,2493.2171,74.923,2508.254,84.325,3.429974622,0.004769549134,153783025.8
20130509,2542.37,2543.31,2507.79,2527.79,602401.45,82.68,2.11,-2.87449857,76.18714829,35.513,2486.848538,2502.974098,2492.9295,80.488,2523.885,62.943,2.553622917,0.03098472423,144206305.5
20130510,2519.52,2546.98,2515.16,2540.84,488167.28,83.1,2.14,0.2681093485,81.04765064,31.817,2488.446,2506.579994,2502.066,91.197,2533.4698,7.009,0.2766171487,0.01781185405,163633629.1
20130513,2542.41,2547.6,2516.73,2530.77,540921.47,83.2,2.1573,1.924065873,65.98537533,30.874,2489.8185,2508.883613,2505.5849,37.856,2534.4268,0.098,0.003872492265,0.02485134947,153873816.5
20130514,2526,2526.15,2479.87,2493.34,548800.64,83.62,2.24,0.213672086,-7.728168644,50.896,2489.824308,2507.403079,2508.1312,-32.645,2527.1068,43.867,1.790876479,0.01846199753,129748936.7
20130515,2493.97,2507.43,2491.93,2506.93,441896.6,83.79,2.2445,-0.04495178804,2.810516688,15.503,2490.614077,2507.357547,2514.0931,-23.013,2519.9322,11.346,0.4546439924,0.02285110245,131329147.9
20130516,2501.12,2553.06,2487.76,2552.71,707961.82,83.74,2.702,3.405219841,68.00854009,65.295,2493.274154,2511.676733,2524.4001,9.911,2524.9152,84.834,3.43753229,0.02342491839,164556349.4
20130517,2550.45,2598.71,2547.78,2592.05,818508.01,84.21,2.8439,9.207693683,157.836439,50.93,2497.879885,2519.33114,2534.3137,64.254,2535.1576,144.742,5.914340095,0.02548756813,235731208.1
20130520,2597.15,2627.62,2590.05,2609.61,863378.03,83.82,2.957,15.04957839,191.9339666,37.563,2502.502077,2527.928841,2542.6761,68.771,2550.9254,159.968,6.530268337,0.03052911799,297239439.9
20130521,2607.39,2617.4,2594.25,2614.85,715059.94,83.84,3.36,19.87353275,164.9854292,23.151,2507.484538,2536.207332,2551.1676,84.085,2575.2284,121.941,4.891508405,0.02755604235,339883708.3
20130522,2613.41,2630.07,2603.75,2618.03,741918.17,84.29,3.424,23.68026015,142.8764934,26.318,2512.875231,2544.000348,2558.6912,124.696,2597.4502,92.051,3.64416546,0.03446861271,378237735.6
20130523,2604.93,2624.08,2579.35,2582.85,848253.7,83.75,3.681,23.58609775,81.03547871,44.729,2517.518962,2547.70022,2564.1967,75.924,2603.4782,52.911,2.091395125,0.01626614641,286488324.8
20130524,2591.42,2608.35,2572.88,2597.23,607396.69,83.65,3.504,24.39057908,64.02522261,35.466,2523.688577,2552.417151,2569.8359,44.519,2604.5142,54.43,2.140555404,0.02558882008,295487145.4
20130527,2593.52,2611.97,2589.74,2599.59,641950.8,83.64,3.56,24.93109774,66.57438528,22.233,2529.073,2556.909518,2576.7178,7.539,2602.5102,71.793,2.840144411,0.04087149228,289309583.3
20130528,2600.63,2644.36,2585.9,2644.36,841961.12,84.26,3.35,28.6420215,93.48066048,58.458,2536.222462,2565.23804,2591.8199,34.752,2608.4114,103.523,4.074367649,0.05197251962,286324544
20130529,2648.93,2661.23,2640.88,2642.56,792777.09,83.62,3.05,31.0796054,116.8850262,20.348,2543.057462,2572.602131,2605.3835,27.708,2613.3168,111.793,4.417354732,0.0340018641,244812285.3
20130530,2633.96,2647.44,2623.58,2634.32,701463.68,83,3.39,31.97804742,86.42561269,23.862,2546.922692,2578.480309,2613.5449,16.289,2623.6116,140.985,5.654468026,0.01604776635,305630323.7
20130531,2638.71,2645.57,2604.75,2606.43,625285.33,83.27,4.501,30.09213109,53.82497695,40.819,2549.836385,2581.141804,2614.9827,23.577,2625.4512,99.501,3.969045743,-0.001218957491,214414096.7
20130603,2605.97,2625.94,2596.05,2602.62,597744.68,82.67,4.599,27.96825782,25.19768903,29.885,2555.726846,2583.187632,2614.2843,5.395,2626.0584,49.914,1.955334509,-0.004677127165,231221281.1
20130604,2600.5,2600.5,2556.06,2565.67,663157.5,82.75,4.517,23.03739122,-93.28725642,46.567,2558.4225,2581.518905,2609.3656,-33.921,2610.3198,-26.382,-1.017805226,-0.02000279599,208624671.1
20130605,2565.33,2570.03,2545.19,2560.54,456371.93,82.56,4.623,18.50265081,-167.2973571,24.837,2561.9865,2579.520819,2603.6161,-83.82,2593.9154,-49.068,-1.880283123,-0.008637748471,176775015.3
20130606,2552.82,2557.68,2525.31,2527.85,524965.29,81.62,5.982,12.13086673,-197.2284672,35.233,2565.084154,2574.599312,2598.1157,-114.716,2572.6198,-87.008,-3.327452824,-0.02671425073,101602936.9
20130607,2526.91,2538.89,2475.69,2484.16,610308.94,81.69,8.294,3.515641396,-211.1746123,63.204,2566.411885,2565.986044,2586.8089,-150.163,2548.1666,-133.874,-5.113531757,-0.0444020531,18705096.75
20130613,2448.72,2448.72,2375.2,2399.94,697300.66,80.7,6.691,-9.992887183,-248.9465618,108.956,2562.835923,2550.17185,2566.8439,-206.489,2507.6294,-182.912,-7.081792238,-0.09243147394,-45831915.46
20130614,2404.42,2420.36,2396.49,2416.77,559645.34,80.61,6.968,-19.11972995,-174.5727696,23.869,2558.635462,2537.467007,2544.0851,-185.852,2477.8504,-180.457,-6.948061549,-0.08544362836,-17910270.95
20130617,2422.76,2427.53,2394.39,2403.84,503957.11,80.65,4.813,-27.08411411,-135.0803131,33.147,2553.7855,2524.74053,2520.2129,-161.827,2446.5104,-195.748,-7.529965337,-0.08749268787,-21948410.87
20130618,2413.09,2424.2,2393.32,2418.75,486303.79,80.67,5.596,-31.82628274,-106.2322046,30.881,2549.014231,2514.645718,2498.6551,-141.794,2424.6904,-225.614,-8.531897522,-0.07200703185,-45749632.06
20130619,2408.28,2408.28,2366.35,2400.77,543462.6,81.31,7.66,-36.61326633,-100.6759379,52.399,2544.1285,2503.799935,2478.089,-127.08,2408.0114,-241.796,-9.15006314,-0.07755944676,-35088408.45
20130620,2386.1,2386.1,2320.23,2321.47,552010.2,81.77,13.444,-46.272353,-115.2144264,80.539,2535.691192,2486.434798,2449.9733,-162.694,2392.3172,-312.857,-11.87618223,-0.09517996497,-50515435.88
20130621,2283.15,2332.84,2269.57,2317.39,587057.98,82.41,8.492,-53.63752515,-119.4463435,63.277,2527.4845,2470.335675,2425.1461,-82.543,2372.4418,-289.032,-11.08920798,-0.0949585224,-55678745.48
20130624,2308.07,2308.07,2164.33,2171.21,865972.59,82.44,6.489,-70.45810703,-156.608495,153.069,2515.094962,2441.847515,2386.2132,-245.561,2325.916,-431.413,-16.57608497,-0.1410826218,-194066887
20130625,2146.05,2169.21,2023.17,2165.42,1075548.82,82.61,5.736,-83.29548478,-193.8591908,148.039,2501.960192,2415.52118,2349.9708,-238.418,2275.2512,-400.245,-15.60004303,-0.1283085631,-246652739.6
20130626,2170.33,2181.02,2131.86,2168.3,792564.26,82.95,5.553,-92.17459857,-134.9757317,49.161,2487.175115,2391.97602,2318.3845,-250.448,2228.7576,-392.242,-15.31872781,-0.0965192003,-278553721.1
20130627,2172.85,2200.21,2153.18,2160.74,754067.53,82.96,5.561,-98.6839829,-105.52937,47.038,2470.586154,2369.953066,2294.4643,-240.03,2196.6114,-367.11,-14.52264676,-0.1059413573,-321013647.2
20130628,2149.03,2227.46,2139.37,2200.64,794513.27,83.18,4.941,-99.47609902,-80.34878671,88.089,2454.856615,2353.827917,2272.8511,-120.827,2173.2604,-283.521,-11.41315374,-0.08453145157,-287497708.4
20130701,2187.09,2213.97,2166.35,2213.32,577262.27,83.02,4.456,-97.95172163,-64.0241979,47.612,2439.412923,2340.445925,2253.7989,-104.077,2181.6818,-186.62,-7.776037454,-0.08493164844,-213826678.8
20130702,2211.8,2226.11,2191.8,2221.98,618388.5,83.53,3.786,-94.94976531,-45.25764366,34.312,2424.180231,2329.163837,2234.1228,50.774,2192.9944,-194.787,-8.059803763,-0.07446834655,-205426548.6
20130703,2211.04,2211.04,2169.14,2203.83,658360.22,83.21,3.4,-92.9640985,-49.94231152,52.847,2409.6025,2317.22709,2214.4291,38.407,2200.1006,-200.011,-8.320482362,-0.05067401375,-234274855
20130704,2187.18,2245.91,2176.08,2221.98,725811.45,83.77,3.348,-88.9010137,-29.61448781,69.828,2395.169846,2308.155844,2204.4804,53.682,2212.3494,-196.766,-8.13504524,-0.04117340426,-261084147
20130705,2227.35,2252.03,2225.05,2226.85,618217.75,84.44,3.38,-84.31607816,-5.278994653,30.054,2380.833769,2300.412335,2195.4259,66.114,2217.5914,-173.916,-7.244190914,0.02498552888,-237429348.8
20130708,2194.42,2205.21,2162.19,2163.62,547824.93,84.22,3.256,-84.80701381,-56.70516025,64.66,2362.343769,2287.384398,2194.6668,-37.02,2207.6518,-157.847,-6.799453449,-0.0008321707419,-277732992.6
20130709,2160.7,2174.79,2149.79,2162.67,414944.33,84.6,3.249,-84.30097178,-73.29017814,24.999,2343.886385,2275.506741,2194.3916,-50.648,2195.7888,-154.725,-6.676680789,-0.002595585383,-225008896.3
20130710,2163.1,2224.14,2157.47,2224.07,611497.81,83.25,3.251,-78.04611866,11.18671155,66.667,2328.107231,2270.607528,2199.9684,2.081,2199.8362,52.855,2.434356879,0.0284748872,-162394895.2
20130711,2232.16,2351.22,2232.16,2326.69,1257931.92,82.74,3.3547,-64.06972811,245.080903,127.158,2317.348077,2275.948525,2216.5637,122.86,2220.778,161.267,7.447373975,0.05417529123,-10546762.13
20130712,2319.02,2331.99,2274.07,2275.37,897330.82,82.93,3.3,-56.4829295,172.1971768,57.913,2304.761538,2275.893713,2224.0371,53.394,2230.4828,107.076,4.938253385,0.02727289108,-69378620.16
20130715,2289.76,2336.04,2274.67,2307.3,747578.84,83.08,3.2998,-47.34853253,153.2633299,61.367,2294.824269,2278.884502,2233.4351,80.448,2259.2184,146.562,6.782969684,0.03697530054,-7521100.03
20130716,2300.83,2317.85,2281.94,2317.85,656241.57,82.5,3.013,-38.81069408,118.8923622,35.906,2285.49,2282.595312,2243.0215,154.229,2290.2542,117.209,5.326134818,0.04919218171,64865159.96
20130717,2311.44,2326.93,2281.61,2282.84,676552.48,82.65,2.968,-34.47219735,87.5289178,45.316,2276.066577,2282.618234,2250.9223,120.167,2302.0084,69.519,3.140941853,0.02665850723,68425692.17
20130718,2272.95,2282.44,2241.93,2245.33,571442.92,82.78,2.998,-33.67233584,24.00903263,40.906,2266.880731,2279.066783,2253.2572,21.263,2285.7364,23.344,1.050592624,0.008229977981,509136.2191
20130719,2248.13,2257.92,2188.75,2190.48,705352.82,82.61,3.04,-37.03743198,-42.11542954,69.164,2258.824615,2270.629756,2249.6201,-136.21,2268.7574,-13.35,-0.6057641522,0.01226170726,-29518996.98
20130722,2170.09,2203.06,2159.81,2202.19,532834.95,82.23,3.1035,-38.31761348,-72.43551545,43.245,2250.571462,2264.111589,2253.4771,-73.184,2247.7358,-19.79,-0.8906474814,0.01794578031,1123943.837
20130723,2211.59,2276.74,2206.76,2265.85,748097.31,82.01,3.1355,-33.80596522,9.988766778,74.553,2245.264,2264.276676,2263.7947,-41.452,2237.3352,38.996,1.751173968,0.01843903709,68861038.02
20130724,2253.38,2265.58,2217.19,2249.15,695923.07,82.27,3.23,-31.21766,-1.976759336,48.653,2238.741154,2262.836135,2266.3033,-68.697,2230.5982,85.532,3.953191389,-0.03332505261,116946321.3
20130725,2255.22,2268.84,2227.85,2237.68,657743.16,81.79,3.3495,-29.74885494,-1.861877693,40.986,2232.468769,2260.440599,2257.4028,-45.153,2229.0692,75.014,3.46858442,-0.01656431715,57028889.52
20130726,2226.43,2238.42,2209.81,2224.01,489410.98,81.65,3.55,-29.34994664,-44.05589348,28.614,2228.720385,2256.970827,2252.2663,-21.32,2235.7752,-0.057,-0.002562874736,-0.0360980836,135337489.1
20130729,2205.08,2205.08,2169.02,2175.97,546009.25,81.71,3.703,-32.5350305,-122.0676936,54.991,2223.281,2249.256463,2239.1336,-14.508,2230.5314,-150.718,-6.477791608,-0.06121108891,76998770.49
20130730,2184.01,2221.59,2162.98,2189.39,551936.23,81.84,3.641,-33.58931522,-104.4577511,58.61,2223.980154,2243.554704,2226.2876,-12.801,2215.24,-85.985,-3.778940859,-0.04093504746,85337227.07
20130731,2211.75,2235.38,2187.21,2193.02,483270.55,81.67,3.699,-33.74272558,-69.6383414,48.174,2225.041692,2238.741971,2217.3061,-72.824,2204.014,-114.276,-4.952808416,-0.02329592826,85967107.74
20130801,2206,2245.56,2200.63,2245.36,626039.97,82.36,3.549,-29.30287643,-15.93689524,52.539,2228.005808,2239.37264,2217.3097,-3.787,2205.5502,-72.484,-3.127211103,0.02444414358,94256748.93
20130802,2263.5,2274.71,2244.25,2247.26,608908.93,81.92,3.2539,-25.33893905,45.73701353,30.458,2231.333808,2240.124103,2222.9882,9.58,2210.2012,-35.573,-1.558281015,0.02005728746,30010147.04
20130805,2249.98,2278.33,2243.22,2278.33,553421.51,81.84,3.1,-19.46632783,84.99760517,35.109,2234.321885,2243.762665,2230.6022,54.321,2230.673,33.001,1.469762992,0.00547945446,56354125.64
20130806,2270.67,2302.48,2256.72,2293.64,737468.95,81.62,3.1,-13.42197057,135.3094663,45.769,2237.411269,2248.512982,2233.3818,117.671,2251.5236,103.163,4.709611327,0.01939710705,104700084.2
20130807,2292.38,2313.88,2276.86,2280.62,730486.95,81.27,3.1005,-9.571879045,132.6051356,37.017,2239.666615,2251.571079,2236.529,91.235,2269.044,78.434,3.561637988,0.01882818861,45331002.24
20130808,2277.25,2297.63,2267.07,2276.78,530984.3,81.02,3.1641,-6.752748882,94.26857955,30.555,2242.472538,2253.972119,2240.4389,83.761,2275.3276,10.937,0.4826896809,0.02317920644,45660231.7
20130809,2288.51,2301.59,2258.33,2286.01,646000.17,81.12,2.914,-3.730937514,89.07091455,43.256,2244.935269,2257.023346,2246.6391,40.646,2283.077,36.859,1.63879615,0.04813627237,81148490.4
20130812,2296.22,2352.89,2293.18,2352.79,978632.16,81.45,2.9645,4.006594897,162.9030924,66.88,2249.779308,2266.144361,2264.3215,105.531,2297.97,115.111,5.144204966,0.06945189422,170595776.5
20130813,2352.88,2360.83,2340.73,2359.07,783936.36,81.77,3.2253,10.52359499,158.9230388,20.094,2257.296577,2274.994231,2281.2895,80.739,2311.0554,135.06,6.072819882,0.07038669508,138804097.4
20130814,2362.62,2386.6,2340.83,2349.08,759421.28,81.71,3.435,14.71281621,136.8061113,45.766,2264.466231,2282.050019,2296.8954,55.439,2324.7468,173.11,7.955532475,0.04415175303,16466092.21
20130815,2348.84,2362.09,2319.78,2321.58,619518.53,81.14,3.283,15.63325088,87.53183632,42.305,2268.216654,2285.814398,2304.5166,40.953,2333.7056,132.188,6.037668974,0.03200972098,44175219.95
20130816,2314.26,2423.08,2295.02,2304.14,1203695.63,81.29,3.209,14.78564555,86.6398014,128.058,2267.349577,2287.560074,2310.2047,27.362,2337.3324,111.123,5.06711974,0.01120372685,13304321.81
20130819,2286.2,2340.19,2284.08,2331.43,724832.24,81.27,3.403,16.12973089,40.62202671,56.117,2269.505615,2291.738162,2315.5148,45.42,2333.0596,86.066,3.833053349,0.01620850723,40618324.08
20130820,2325.86,2353.41,2303.67,2312.47,730863.45,80.94,3.854,15.48609711,38.43637609,49.743,2269.704385,2293.712147,2317.3972,-40.329,2323.739,65.202,2.901396054,0.01376972192,63643672.23
20130821,2320.58,2321.64,2291.05,2308.59,550073.84,81.32,3.517,14.49614931,-4.936878997,30.589,2269.348269,2295.12899,2320.1938,-50.479,2315.6408,30.26,1.328166389,0.01377767979,81038157.93
20130822,2302.67,2329.14,2297.02,2303.93,553381.04,81.49,3.357,13.18385233,-8.367836385,32.127,2270.159654,2295.967372,2322.9088,-45.148,2312.112,10.291,0.4486752722,0.007778875418,142013470.7
20130823,2314.87,2321.04,2251.92,2286.93,689671.33,81.36,3.265,10.64909141,-81.00608263,69.117,2271.759692,2295.106575,2323.0007,-34.647,2308.669,6.306,0.276503394,-0.02799437605,74585649.15
20130826,2294.76,2336.38,2288.5,2335.62,703710.43,81.39,3.037,12.4256737,9.862464792,49.452,2277.341923,2298.964615,2321.2829,31.472,2309.5062,58.834,2.584085784,-0.009941214073,76630763.12
20130827,2332.8,2345.11,2322.46,2340.88,659903.33,81.14,3.006,14.09597978,53.64470934,22.644,2282.676231,2302.956652,2319.4642,9.451,2315.1894,54.871,2.400295712,-0.003490302587,106257543.4
